029	13	2026-07-24	Frequency-Aware Dual-Stream Learning for Balanced Realism and Fidelity in Electron Microscopy Imaging	arXiv (Cornell University)	https://arxiv.org/abs/2607.22765
030	13	2026-07-23	An explainable end-to-end computer vision pipeline for detection, segmentation, and reconstruction of occluded weapons in forensic imagery	Frontiers in Artificial Intelligence	https://doi.org/10.3389/frai.2026.1867175
031	13	2026-07-23	Artificial Intelligence and Generative Models in Hepatology: From Large Language Models to Digital Pathology in Liver Disease Diagnosis and Treatment	Clinical and Molecular Hepatology	https://doi.org/10.3350/cmh.2026.0258
032	13	2026-07-22	WearWow: Native 2K Multi-Garment Virtual Try-On via Adaptive Token Packing and Preference Alignment	arXiv (Cornell University)	https://arxiv.org/abs/2607.19923
033	13	2026-07-28	Face De-Identification: A Domain-Centric Survey from Capture to Processing	arXiv (Cornell University)	https://arxiv.org/abs/2607.25926
034	13	2026-06-29	Quality-Aware Modulation for Diffusion Transformers	arXiv (Cornell University)	https://arxiv.org/abs/2606.30934
035	13	2026-06-25	Evaluating Generative Video AI for Standardized Psychiatric Patient Simulation With Graded Hygiene Deterioration	medRxiv	https://doi.org/10.64898/2026.06.22.26356153
036	13	2026-08-03	Dwelling in Mobility: Reconstructing Everyday Life Meaning among Digital Nomads through Rural Sojourns	Academic Journal of Management Science and Engineering	https://doi.org/10.62051/ajmse.v1n4.05
037	13	2026-08-03	Smart response food-derived polysaccharide hydrogels: reprogramming the microenvironment for skin rejuvenation	Materials & Design	https://doi.org/10.1016/j.matdes.2026.116738
038	13	2026-08-03	Efficient Uncertainty Quantification for Stochastic Reaction–Diffusion Equations: A Time-Splitting Spectral Method Based on WCE–Karhunen–Loève Expansion	Journal of Scientific Computing	https://doi.org/10.1007/s10915-026-03425-2
039	13	2026-07-31	Viral Evasion Mechanisms of Host Interferon Signaling Pathways	International Journal of Environmental and Biological Sciences	https://doi.org/10.63939/1ctxw017
040	13	2026-07-31	Advances in Supermicrosurgery and Physiological Lymphatic Reconstruction: Contemporary Strategies for the Comprehensive Management of Lymphedema	International Science Journal	https://doi.org/10.64784/273
041	13	2026-07-31	Trafficking Deficiency of TMEM175 Variants in Parkinson's Disease Pathogenesis and the Prospects of Precision Medicine	Advanced Science	https://doi.org/10.1002/advs.76738
042	13	2026-07-30	Evolution of Food Science: Bridging Tradition and Innovation	International Journal of Research and Review	https://doi.org/10.52403/ijrr.20260755
043	13	2026-07-28	Gender Differences, the Environment and Skin Aging: A Review of Targeted Anti-Aging Formulations for the Asia-Pacific Region	International Journal of Innovative Science and Research Technology (IJISRT)	https://doi.org/10.38124/ijisrt/26jul778
044	13	2026-07-28	WildShadowRemover: In-the-Wild Video Shadow Removal via Detail-Preserving Video Diffusion Models	arXiv (Cornell University)	https://arxiv.org/abs/2607.26203
045	13	2026-07-22	RealVDeblur: One-Step Diffusion for Generalizable Real-World Video Deblurring	arXiv (Cornell University)	https://arxiv.org/abs/2607.20628
046	13	2026-07-20	Pixel-Space Diffusion Transformers	arXiv (Cornell University)	https://arxiv.org/abs/2607.17585
047	13	2026-07-20	Coarse-to-fine Framework for Generative MEF via Implicit Neural Representation	arXiv (Cornell University)	https://arxiv.org/abs/2607.17611
048	13	2026-07-17	Efficient Difficulty-Aware Dynamic Routing for Diffusion-Based Real-World Image Super-Resolution	arXiv (Cornell University)	https://arxiv.org/abs/2607.15711
049	13	2026-07-15	TransDiff-SR: Frequency-Aware Lightweight Diffusion Transformer for Real-World Super-Resolution	Lecture notes in computer science	https://doi.org/10.1007/978-981-92-3420-2_27
050	13	2026-07-08	BabeLLM: A unified taxonomy for NLP-based LLM cybersecurity applications	Expert Systems with Applications	https://doi.org/10.1016/j.eswa.2026.133540
051	12	2026-07-30	The Geometric Nature and a Free Proxy for Flow-Matching Uncertainty	arXiv (Cornell University)	https://arxiv.org/abs/2607.27933
052	12	2026-07-28	Swin-Qwen3: a three-stage vision–language framework for automated radiology report generation with multi-agent verification	Frontiers in Radiology	https://doi.org/10.3389/fradi.2026.1875905
053	12	2026-07-25	Causal-Invariant Cross-Domain Out-of-Distribution Recommendation	ACM Transactions on Information Systems	https://doi.org/10.1145/3831677
054	12	2026-07-23	Scientific exploration, collaboration and labor division in the large language model era	arXiv (Cornell University)	https://arxiv.org/abs/2607.20923
055	12	2026-07-20	A Data-Driven Closed-Loop Parameter Adaptive Framework for Automated Visual Standardization Systems	Journal of Computing and Electronic Information Management	https://doi.org/10.54097/6mqzwy06
056	12	2026-07-19	When the Church Places Scripture on Trial	None	https://doi.org/10.65655/ts42dv16
057	12	2026-07-15	Bilingualism and Issues of Identity: A Sociolinguistic Study with Special Reference to Pakistan	Journal of Language Literature & Social Affairs	https://doi.org/10.63056/jllsa.2.7.2026.201
058	12	2026-06-23	TIGER: Taming Identity, Geometry, and Generative Priors for High-Quality Face Video Restoration	arXiv (Cornell University)	https://arxiv.org/abs/2606.24336
059	12	2026-06-22	Identity in the spotlight: Matching faces without overlapping features	Memory & Cognition	https://doi.org/10.3758/s13421-026-01908-z
060	12	2026-06-18	CUPID: Reconstructing UV Texture Maps for Interpretable Person-of-Interest Deepfake Detection	arXiv (Cornell University)	https://arxiv.org/abs/2606.20302
061	12	2026-08-03	Digital Transformation in Institutional Communication: A Systematic Review of Transparency, Trust, and Organizational Culture	Journalism and Media	https://doi.org/10.3390/journalmedia7030162
062	12	2026-07-30	An improved YOLOv8 model for container damage detection in complex scenarios	Scientific Reports	https://doi.org/10.1038/s41598-026-63813-4
063	12	2026-07-27	Optimization of Collaborative Semantic Communication Network Performance with Channel and Content Preference Feedback	arXiv (Cornell University)	https://arxiv.org/abs/2607.25011
064	12	2026-07-03	Perceptual Flow Matching for Few-Step Generative Modeling	arXiv (Cornell University)	https://arxiv.org/abs/2607.03524
